Index,PMID,Substrate,Substrate PubChem CID,Metabolite,Metabolite PubChem CID,Metabolite ChEBI,Metabolite HMDB,Metabolite KEGG,Metabolite fooDB,Metabolite Metabolights,Extra Source,Gene,Gene ID,Alteration,high/low-throughput,Associative mode,human/mouse,Sample,Experimental method,Measurement technique,Description,Condition,DOID
159,33722220,,,Lysophosphatidylcholine,5311264,CHEBI:138424,,,FDB030316,,food,Ccl5,20304,activation,low-throughput,causally,mouse,colon,Supplementation of metabolite,ELISA,"Inflammatory response is an important index to evaluate the severity of colitis, so we tested the mRNA and protein level of pro-inflammatory cytokines in colon tissues of mice subjected to DSS + PBS and DSS + LPC. The mRNA expression of tnf-��, il-1�� , ccl2, and ccl3  increased in mice subjected to LPC. The protein expression of TNF-�� , IL-1�� in DSS + LPC mice was 2�C3 times higher than that in DSS + PBS mice . Besides, the serum level of LPS was increased in DSS + LPC mice compared to DSS + PBS mice. In vitro, Raw 264.7 cells treated with LPC for 12 h exhibited significant increase of pro-inflammatory cytokines including tnf-��, il-1��, ccl2, and ccl3 compared to cells treated without DMSO. The mRNA level of ccl4  and ccl5 was also detected to be much higher in the DMSO + LPC group . Meanwhile, Raw 264.7 cells treated with LPC secreted more pro-inflammatory cytokines TNF-�� and IL-1�� in supernatant which was tested by ELISA. In short, LPC promoted colon inflammation response.",colitis,DOID:0060180
159,33722220,,,Lysophosphatidylcholine,5311264,CHEBI:138424,,,FDB030316,,food,Tjp1,21872,inhibition,low-throughput,causally,mouse,colon,Supplementation of metabolite,Immunofluorescent staining,"T o further determine the effect of LPC on the integrity of epithelial barriers, the mRNA and protein levels of ZO-1 and occludin were detected to be significantly lower in DSS + LPC mice compared with those in DSS + PBS mice. Immunofluorescent staining of colon tissues demonstrated the expression of ZO-1 and occludin were impaired by LPC.",colitis,DOID:0060180
159,33722220,,,Lysophosphatidylcholine,5311264,CHEBI:138424,,,FDB030316,,food,Ocln,18260,inhibition,low-throughput,causally,mouse,colon,Supplementation of metabolite,Immunofluorescent staining,"T o further determine the effect of LPC on the integrity of epithelial barriers, the mRNA and protein levels of ZO-1 and occludin were detected to be significantly lower in DSS + LPC mice compared with those in DSS + PBS mice. Immunofluorescent staining of colon tissues demonstrated the expression of ZO-1 and occludin were impaired by LPC.",colitis,DOID:0060180
160,34045460,Choline,305,Trimethylamine,1146,CHEBI:18139,HMDB0000906,C00565,FDB011944,MTBLC18139,food; homo sapiens,Ucp1,22227,inhibition,low-throughput,causally,mouse,liver,Supplementation of metabolite,western blot,"Also, the differential expression of proteins in the liver from TMA-treated rats revealed that TMA induced damage in the host. For example, the level of mitochondrial brown fat uncoupling protein 1 was decreased after treatment with excess TMA, together with a decrease in Ndufb2 expression, which indicated that energy metabolism was imbalanced due to dysfunction of NADH dehydrogenase activity and oxidoreductase. Meanwhile, Ncam1 expression was upregulated, suggesting that neurite outgrowth, synaptic plasticity, as well as learning and memory might have been influenced. Increased expression of heat shock 70 kDa protein 1B and B-cell receptor-associated protein 31 indicated that the host stress response was activated and immune-system function might have been compromised. In agreement with results from other studies, TMA resulted in negative consequences for the host and, in the present study, TMA led to negative consequences for the nervous system",high-fat diet,
160,34045460,Choline,305,Trimethylamine,1146,CHEBI:18139,HMDB0000906,C00565,FDB011944,MTBLC18139,food; homo sapiens,Ndufb2,68198,inhibition,low-throughput,causally,mouse,liver,Supplementation of metabolite,western blot,"Also, the differential expression of proteins in the liver from TMA-treated rats revealed that TMA induced damage in the host. For example, the level of mitochondrial brown fat uncoupling protein 1 was decreased after treatment with excess TMA, together with a decrease in Ndufb2 expression, which indicated that energy metabolism was imbalanced due to dysfunction of NADH dehydrogenase activity and oxidoreductase. Meanwhile, Ncam1 expression was upregulated, suggesting that neurite outgrowth, synaptic plasticity, as well as learning and memory might have been influenced. Increased expression of heat shock 70 kDa protein 1B and B-cell receptor-associated protein 31 indicated that the host stress response was activated and immune-system function might have been compromised. In agreement with results from other studies, TMA resulted in negative consequences for the host and, in the present study, TMA led to negative consequences for the nervous system",high-fat diet,
160,34045460,Choline,305,Trimethylamine,1146,CHEBI:18139,HMDB0000906,C00565,FDB011944,MTBLC18139,food; homo sapiens,Ncam1,17967,activation,low-throughput,causally,mouse,liver,Supplementation of metabolite,western blot,"Also, the differential expression of proteins in the liver from TMA-treated rats revealed that TMA induced damage in the host. For example, the level of mitochondrial brown fat uncoupling protein 1 was decreased after treatment with excess TMA, together with a decrease in Ndufb2 expression, which indicated that energy metabolism was imbalanced due to dysfunction of NADH dehydrogenase activity and oxidoreductase. Meanwhile, Ncam1 expression was upregulated, suggesting that neurite outgrowth, synaptic plasticity, as well as learning and memory might have been influenced. Increased expression of heat shock 70 kDa protein 1B and B-cell receptor-associated protein 31 indicated that the host stress response was activated and immune-system function might have been compromised. In agreement with results from other studies, TMA resulted in negative consequences for the host and, in the present study, TMA led to negative consequences for the nervous system",high-fat diet,
160,34045460,Choline,305,Trimethylamine,1146,CHEBI:18139,HMDB0000906,C00565,FDB011944,MTBLC18139,food; homo sapiens,Hspa1b,15511,activation,low-throughput,causally,mouse,liver,Supplementation of metabolite,western blot,"Also, the differential expression of proteins in the liver from TMA-treated rats revealed that TMA induced damage in the host. For example, the level of mitochondrial brown fat uncoupling protein 1 was decreased after treatment with excess TMA, together with a decrease in Ndufb2 expression, which indicated that energy metabolism was imbalanced due to dysfunction of NADH dehydrogenase activity and oxidoreductase. Meanwhile, Ncam1 expression was upregulated, suggesting that neurite outgrowth, synaptic plasticity, as well as learning and memory might have been influenced. Increased expression of heat shock 70 kDa protein 1B and B-cell receptor-associated protein 31 indicated that the host stress response was activated and immune-system function might have been compromised. In agreement with results from other studies, TMA resulted in negative consequences for the host and, in the present study, TMA led to negative consequences for the nervous system",high-fat diet,
160,34045460,Choline,305,Trimethylamine,1146,CHEBI:18139,HMDB0000906,C00565,FDB011944,MTBLC18139,food; homo sapiens,Bcap31,27061,activation,low-throughput,causally,mouse,liver,Supplementation of metabolite,western blot,"Also, the differential expression of proteins in the liver from TMA-treated rats revealed that TMA induced damage in the host. For example, the level of mitochondrial brown fat uncoupling protein 1 was decreased after treatment with excess TMA, together with a decrease in Ndufb2 expression, which indicated that energy metabolism was imbalanced due to dysfunction of NADH dehydrogenase activity and oxidoreductase. Meanwhile, Ncam1 expression was upregulated, suggesting that neurite outgrowth, synaptic plasticity, as well as learning and memory might have been influenced. Increased expression of heat shock 70 kDa protein 1B and B-cell receptor-associated protein 31 indicated that the host stress response was activated and immune-system function might have been compromised. In agreement with results from other studies, TMA resulted in negative consequences for the host and, in the present study, TMA led to negative consequences for the nervous system",high-fat diet,
161,33096252,,,3-(4-Hydroxyphenyl)propionic acid,10394,CHEBI:32980,HMDB0002199,C01744,FDB000849,MTBLC32980,food; homo sapiens; mus musculus,NLRP3,114548,inhibition,low-throughput,causally,human,Caco-2��THP-1 cell line,control experiment,qPCR,"The AHR has many gut-derived endogenous ligands including polyphenolic flavonoids, indoles and tryptophan metabolites. To test if synbioticderived polyphenolic metabolites, as determined with the bioavailability study, attenuate the inflammatory response of macrophages through the AHR, a coculture of human adenocarcinoma cells (Caco-2) and activated macrophages (THP-1) was constructed to model the gut epithelial-immune cell interaction. Inflammation was modelled as a low-dose LPS challenge in which untreated controls exhibited a decrease in epithelial integrity measured as the transepithelial electrical resistance (TEER) and an increase in cytotoxicity, kynurenine production and IL-1�� production). To test which plasma synbioticderived metabolites were conveying the synbiotic��s anti-inflammatory activity, two concentrations of several metabolites were tested in the LPS-treated coculture system. Based on the metabolite��s effects on TEER, cytotoxicity and the induction of kynurenine and Il-1�� gene expression, it was determined that the best candidates for AHRspecific signaling included 4-HPAA, 4-HPPA, CA, 3��MeQ, 7��MeQ and Kamf, as these metabolites invoked dose-dependent anti-inflammatory effects, which correlated to Cyp1a1 mRNA expression. To test the direct effect of AHR signaling, cells were pretreated with an AHR antagonist 6, 2, 4��-trimethoxyflavone (TMF) before the LPS challenge, which was confirmed to reduce AHR activity with reduced Cyp1a1 expression.TMF inhibited the synbiotic��s ability to increase TEER, reduce cytotoxicity and ameliorate kynurenine and IL-1�� production in response to LPS challenge . In addition, the beneficial effects of 4HPAA, 4HPPA and CA were similarly abrogated by TMF whereas the anti-inflammatory activity of 3��MeQ, 7��MeQ and Kamf occurred independent of AHR signaling. In THP-1 cells, TMF reversed the synbiotic��s beneficial effect on Nlrp3, Casp1, IL-10 and Icam mRNA expression. Similar trends were observed for the 4HPPA, 4HPAA and CA metabolites with the flavanols being less affected by TMF treatment. Interestingly, Tlr4 expression was suppressed in TMF-treated synbiotic, 4HPAA, 4HPPA and CA while in the flavanol-treated culture, Tlr4 was strongly upregulated . In Caco-2 cells, AHR signaling observed through Cyp1a1 expression was strongly downregulated by TMF as expected, with a general decrease in the tight junction protein zona occludin (Zo1), claudin (Clnd) and occludin (Occ) across all treatment groups .",healthy,
161,33096252,,,3-(4-Hydroxyphenyl)propionic acid,10394,CHEBI:32980,HMDB0002199,C01744,FDB000849,MTBLC32980,food; homo sapiens; mus musculus,CASP1,834,inhibition,low-throughput,causally,human,Caco-2��THP-1 cell line,control experiment,qPCR,"The AHR has many gut-derived endogenous ligands including polyphenolic flavonoids, indoles and tryptophan metabolites. To test if synbioticderived polyphenolic metabolites, as determined with the bioavailability study, attenuate the inflammatory response of macrophages through the AHR, a coculture of human adenocarcinoma cells (Caco-2) and activated macrophages (THP-1) was constructed to model the gut epithelial-immune cell interaction. Inflammation was modelled as a low-dose LPS challenge in which untreated controls exhibited a decrease in epithelial integrity measured as the transepithelial electrical resistance (TEER) and an increase in cytotoxicity, kynurenine production and IL-1�� production). To test which plasma synbioticderived metabolites were conveying the synbiotic��s anti-inflammatory activity, two concentrations of several metabolites were tested in the LPS-treated coculture system. Based on the metabolite��s effects on TEER, cytotoxicity and the induction of kynurenine and Il-1�� gene expression, it was determined that the best candidates for AHRspecific signaling included 4-HPAA, 4-HPPA, CA, 3��MeQ, 7��MeQ and Kamf, as these metabolites invoked dose-dependent anti-inflammatory effects, which correlated to Cyp1a1 mRNA expression. To test the direct effect of AHR signaling, cells were pretreated with an AHR antagonist 6, 2, 4��-trimethoxyflavone (TMF) before the LPS challenge, which was confirmed to reduce AHR activity with reduced Cyp1a1 expression.TMF inhibited the synbiotic��s ability to increase TEER, reduce cytotoxicity and ameliorate kynurenine and IL-1�� production in response to LPS challenge . In addition, the beneficial effects of 4HPAA, 4HPPA and CA were similarly abrogated by TMF whereas the anti-inflammatory activity of 3��MeQ, 7��MeQ and Kamf occurred independent of AHR signaling. In THP-1 cells, TMF reversed the synbiotic��s beneficial effect on Nlrp3, Casp1, IL-10 and Icam mRNA expression. Similar trends were observed for the 4HPPA, 4HPAA and CA metabolites with the flavanols being less affected by TMF treatment. Interestingly, Tlr4 expression was suppressed in TMF-treated synbiotic, 4HPAA, 4HPPA and CA while in the flavanol-treated culture, Tlr4 was strongly upregulated . In Caco-2 cells, AHR signaling observed through Cyp1a1 expression was strongly downregulated by TMF as expected, with a general decrease in the tight junction protein zona occludin (Zo1), claudin (Clnd) and occludin (Occ) across all treatment groups .",healthy,
161,33096252,,,3-(4-Hydroxyphenyl)propionic acid,10394,CHEBI:32980,HMDB0002199,C01744,FDB000849,MTBLC32980,food; homo sapiens; mus musculus,IL10,3586,activation,low-throughput,causally,human,Caco-2��THP-1 cell line,control experiment,qPCR,"The AHR has many gut-derived endogenous ligands including polyphenolic flavonoids, indoles and tryptophan metabolites. To test if synbioticderived polyphenolic metabolites, as determined with the bioavailability study, attenuate the inflammatory response of macrophages through the AHR, a coculture of human adenocarcinoma cells (Caco-2) and activated macrophages (THP-1) was constructed to model the gut epithelial-immune cell interaction. Inflammation was modelled as a low-dose LPS challenge in which untreated controls exhibited a decrease in epithelial integrity measured as the transepithelial electrical resistance (TEER) and an increase in cytotoxicity, kynurenine production and IL-1�� production). To test which plasma synbioticderived metabolites were conveying the synbiotic��s anti-inflammatory activity, two concentrations of several metabolites were tested in the LPS-treated coculture system. Based on the metabolite��s effects on TEER, cytotoxicity and the induction of kynurenine and Il-1�� gene expression, it was determined that the best candidates for AHRspecific signaling included 4-HPAA, 4-HPPA, CA, 3��MeQ, 7��MeQ and Kamf, as these metabolites invoked dose-dependent anti-inflammatory effects, which correlated to Cyp1a1 mRNA expression. To test the direct effect of AHR signaling, cells were pretreated with an AHR antagonist 6, 2, 4��-trimethoxyflavone (TMF) before the LPS challenge, which was confirmed to reduce AHR activity with reduced Cyp1a1 expression.TMF inhibited the synbiotic��s ability to increase TEER, reduce cytotoxicity and ameliorate kynurenine and IL-1�� production in response to LPS challenge . In addition, the beneficial effects of 4HPAA, 4HPPA and CA were similarly abrogated by TMF whereas the anti-inflammatory activity of 3��MeQ, 7��MeQ and Kamf occurred independent of AHR signaling. In THP-1 cells, TMF reversed the synbiotic��s beneficial effect on Nlrp3, Casp1, IL-10 and Icam mRNA expression. Similar trends were observed for the 4HPPA, 4HPAA and CA metabolites with the flavanols being less affected by TMF treatment. Interestingly, Tlr4 expression was suppressed in TMF-treated synbiotic, 4HPAA, 4HPPA and CA while in the flavanol-treated culture, Tlr4 was strongly upregulated . In Caco-2 cells, AHR signaling observed through Cyp1a1 expression was strongly downregulated by TMF as expected, with a general decrease in the tight junction protein zona occludin (Zo1), claudin (Clnd) and occludin (Occ) across all treatment groups .",healthy,
161,33096252,,,3-(4-Hydroxyphenyl)propionic acid,10394,CHEBI:32980,HMDB0002199,C01744,FDB000849,MTBLC32980,food; homo sapiens; mus musculus,ICAM1,3383,activation,low-throughput,causally,human,Caco-2��THP-1 cell line,control experiment,qPCR,"The AHR has many gut-derived endogenous ligands including polyphenolic flavonoids, indoles and tryptophan metabolites. To test if synbioticderived polyphenolic metabolites, as determined with the bioavailability study, attenuate the inflammatory response of macrophages through the AHR, a coculture of human adenocarcinoma cells (Caco-2) and activated macrophages (THP-1) was constructed to model the gut epithelial-immune cell interaction. Inflammation was modelled as a low-dose LPS challenge in which untreated controls exhibited a decrease in epithelial integrity measured as the transepithelial electrical resistance (TEER) and an increase in cytotoxicity, kynurenine production and IL-1�� production). To test which plasma synbioticderived metabolites were conveying the synbiotic��s anti-inflammatory activity, two concentrations of several metabolites were tested in the LPS-treated coculture system. Based on the metabolite��s effects on TEER, cytotoxicity and the induction of kynurenine and Il-1�� gene expression, it was determined that the best candidates for AHRspecific signaling included 4-HPAA, 4-HPPA, CA, 3��MeQ, 7��MeQ and Kamf, as these metabolites invoked dose-dependent anti-inflammatory effects, which correlated to Cyp1a1 mRNA expression. To test the direct effect of AHR signaling, cells were pretreated with an AHR antagonist 6, 2, 4��-trimethoxyflavone (TMF) before the LPS challenge, which was confirmed to reduce AHR activity with reduced Cyp1a1 expression.TMF inhibited the synbiotic��s ability to increase TEER, reduce cytotoxicity and ameliorate kynurenine and IL-1�� production in response to LPS challenge . In addition, the beneficial effects of 4HPAA, 4HPPA and CA were similarly abrogated by TMF whereas the anti-inflammatory activity of 3��MeQ, 7��MeQ and Kamf occurred independent of AHR signaling. In THP-1 cells, TMF reversed the synbiotic��s beneficial effect on Nlrp3, Casp1, IL-10 and Icam mRNA expression. Similar trends were observed for the 4HPPA, 4HPAA and CA metabolites with the flavanols being less affected by TMF treatment. Interestingly, Tlr4 expression was suppressed in TMF-treated synbiotic, 4HPAA, 4HPPA and CA while in the flavanol-treated culture, Tlr4 was strongly upregulated . In Caco-2 cells, AHR signaling observed through Cyp1a1 expression was strongly downregulated by TMF as expected, with a general decrease in the tight junction protein zona occludin (Zo1), claudin (Clnd) and occludin (Occ) across all treatment groups .",healthy,
161,33096252,,,4-Hydroxyphenylacetic acid,127,CHEBI:18101,HMDB0000020,C00642,FDB010534,MTBLC18101,food; homo sapiens; mus musculus,NLRP3,114548,inhibition,low-throughput,causally,human,Caco-2��THP-1 cell line,control experiment,qPCR,"The AHR has many gut-derived endogenous ligands including polyphenolic flavonoids, indoles and tryptophan metabolites. To test if synbioticderived polyphenolic metabolites, as determined with the bioavailability study, attenuate the inflammatory response of macrophages through the AHR, a coculture of human adenocarcinoma cells (Caco-2) and activated macrophages (THP-1) was constructed to model the gut epithelial-immune cell interaction. Inflammation was modelled as a low-dose LPS challenge in which untreated controls exhibited a decrease in epithelial integrity measured as the transepithelial electrical resistance (TEER) and an increase in cytotoxicity, kynurenine production and IL-1�� production). To test which plasma synbioticderived metabolites were conveying the synbiotic��s anti-inflammatory activity, two concentrations of several metabolites were tested in the LPS-treated coculture system. Based on the metabolite��s effects on TEER, cytotoxicity and the induction of kynurenine and Il-1�� gene expression, it was determined that the best candidates for AHRspecific signaling included 4-HPAA, 4-HPPA, CA, 3��MeQ, 7��MeQ and Kamf, as these metabolites invoked dose-dependent anti-inflammatory effects, which correlated to Cyp1a1 mRNA expression. To test the direct effect of AHR signaling, cells were pretreated with an AHR antagonist 6, 2, 4��-trimethoxyflavone (TMF) before the LPS challenge, which was confirmed to reduce AHR activity with reduced Cyp1a1 expression.TMF inhibited the synbiotic��s ability to increase TEER, reduce cytotoxicity and ameliorate kynurenine and IL-1�� production in response to LPS challenge . In addition, the beneficial effects of 4HPAA, 4HPPA and CA were similarly abrogated by TMF whereas the anti-inflammatory activity of 3��MeQ, 7��MeQ and Kamf occurred independent of AHR signaling. In THP-1 cells, TMF reversed the synbiotic��s beneficial effect on Nlrp3, Casp1, IL-10 and Icam mRNA expression. Similar trends were observed for the 4HPPA, 4HPAA and CA metabolites with the flavanols being less affected by TMF treatment. Interestingly, Tlr4 expression was suppressed in TMF-treated synbiotic, 4HPAA, 4HPPA and CA while in the flavanol-treated culture, Tlr4 was strongly upregulated . In Caco-2 cells, AHR signaling observed through Cyp1a1 expression was strongly downregulated by TMF as expected, with a general decrease in the tight junction protein zona occludin (Zo1), claudin (Clnd) and occludin (Occ) across all treatment groups .",healthy,
161,33096252,,,4-Hydroxyphenylacetic acid,127,CHEBI:18101,HMDB0000020,C00642,FDB010534,MTBLC18101,food; homo sapiens; mus musculus,CASP1,834,inhibition,low-throughput,causally,human,Caco-2��THP-1 cell line,control experiment,qPCR,"The AHR has many gut-derived endogenous ligands including polyphenolic flavonoids, indoles and tryptophan metabolites. To test if synbioticderived polyphenolic metabolites, as determined with the bioavailability study, attenuate the inflammatory response of macrophages through the AHR, a coculture of human adenocarcinoma cells (Caco-2) and activated macrophages (THP-1) was constructed to model the gut epithelial-immune cell interaction. Inflammation was modelled as a low-dose LPS challenge in which untreated controls exhibited a decrease in epithelial integrity measured as the transepithelial electrical resistance (TEER) and an increase in cytotoxicity, kynurenine production and IL-1�� production). To test which plasma synbioticderived metabolites were conveying the synbiotic��s anti-inflammatory activity, two concentrations of several metabolites were tested in the LPS-treated coculture system. Based on the metabolite��s effects on TEER, cytotoxicity and the induction of kynurenine and Il-1�� gene expression, it was determined that the best candidates for AHRspecific signaling included 4-HPAA, 4-HPPA, CA, 3��MeQ, 7��MeQ and Kamf, as these metabolites invoked dose-dependent anti-inflammatory effects, which correlated to Cyp1a1 mRNA expression. To test the direct effect of AHR signaling, cells were pretreated with an AHR antagonist 6, 2, 4��-trimethoxyflavone (TMF) before the LPS challenge, which was confirmed to reduce AHR activity with reduced Cyp1a1 expression.TMF inhibited the synbiotic��s ability to increase TEER, reduce cytotoxicity and ameliorate kynurenine and IL-1�� production in response to LPS challenge . In addition, the beneficial effects of 4HPAA, 4HPPA and CA were similarly abrogated by TMF whereas the anti-inflammatory activity of 3��MeQ, 7��MeQ and Kamf occurred independent of AHR signaling. In THP-1 cells, TMF reversed the synbiotic��s beneficial effect on Nlrp3, Casp1, IL-10 and Icam mRNA expression. Similar trends were observed for the 4HPPA, 4HPAA and CA metabolites with the flavanols being less affected by TMF treatment. Interestingly, Tlr4 expression was suppressed in TMF-treated synbiotic, 4HPAA, 4HPPA and CA while in the flavanol-treated culture, Tlr4 was strongly upregulated . In Caco-2 cells, AHR signaling observed through Cyp1a1 expression was strongly downregulated by TMF as expected, with a general decrease in the tight junction protein zona occludin (Zo1), claudin (Clnd) and occludin (Occ) across all treatment groups .",healthy,
161,33096252,,,4-Hydroxyphenylacetic acid,127,CHEBI:18101,HMDB0000020,C00642,FDB010534,MTBLC18101,food; homo sapiens; mus musculus,IL10,3586,activation,low-throughput,causally,human,Caco-2��THP-1 cell line,control experiment,qPCR,"The AHR has many gut-derived endogenous ligands including polyphenolic flavonoids, indoles and tryptophan metabolites. To test if synbioticderived polyphenolic metabolites, as determined with the bioavailability study, attenuate the inflammatory response of macrophages through the AHR, a coculture of human adenocarcinoma cells (Caco-2) and activated macrophages (THP-1) was constructed to model the gut epithelial-immune cell interaction. Inflammation was modelled as a low-dose LPS challenge in which untreated controls exhibited a decrease in epithelial integrity measured as the transepithelial electrical resistance (TEER) and an increase in cytotoxicity, kynurenine production and IL-1�� production). To test which plasma synbioticderived metabolites were conveying the synbiotic��s anti-inflammatory activity, two concentrations of several metabolites were tested in the LPS-treated coculture system. Based on the metabolite��s effects on TEER, cytotoxicity and the induction of kynurenine and Il-1�� gene expression, it was determined that the best candidates for AHRspecific signaling included 4-HPAA, 4-HPPA, CA, 3��MeQ, 7��MeQ and Kamf, as these metabolites invoked dose-dependent anti-inflammatory effects, which correlated to Cyp1a1 mRNA expression. To test the direct effect of AHR signaling, cells were pretreated with an AHR antagonist 6, 2, 4��-trimethoxyflavone (TMF) before the LPS challenge, which was confirmed to reduce AHR activity with reduced Cyp1a1 expression.TMF inhibited the synbiotic��s ability to increase TEER, reduce cytotoxicity and ameliorate kynurenine and IL-1�� production in response to LPS challenge . In addition, the beneficial effects of 4HPAA, 4HPPA and CA were similarly abrogated by TMF whereas the anti-inflammatory activity of 3��MeQ, 7��MeQ and Kamf occurred independent of AHR signaling. In THP-1 cells, TMF reversed the synbiotic��s beneficial effect on Nlrp3, Casp1, IL-10 and Icam mRNA expression. Similar trends were observed for the 4HPPA, 4HPAA and CA metabolites with the flavanols being less affected by TMF treatment. Interestingly, Tlr4 expression was suppressed in TMF-treated synbiotic, 4HPAA, 4HPPA and CA while in the flavanol-treated culture, Tlr4 was strongly upregulated . In Caco-2 cells, AHR signaling observed through Cyp1a1 expression was strongly downregulated by TMF as expected, with a general decrease in the tight junction protein zona occludin (Zo1), claudin (Clnd) and occludin (Occ) across all treatment groups .",healthy,
161,33096252,,,4-Hydroxyphenylacetic acid,127,CHEBI:18101,HMDB0000020,C00642,FDB010534,MTBLC18101,food; homo sapiens; mus musculus,ICAM1,3383,activation,low-throughput,causally,human,Caco-2��THP-1 cell line,control experiment,qPCR,"The AHR has many gut-derived endogenous ligands including polyphenolic flavonoids, indoles and tryptophan metabolites. To test if synbioticderived polyphenolic metabolites, as determined with the bioavailability study, attenuate the inflammatory response of macrophages through the AHR, a coculture of human adenocarcinoma cells (Caco-2) and activated macrophages (THP-1) was constructed to model the gut epithelial-immune cell interaction. Inflammation was modelled as a low-dose LPS challenge in which untreated controls exhibited a decrease in epithelial integrity measured as the transepithelial electrical resistance (TEER) and an increase in cytotoxicity, kynurenine production and IL-1�� production). To test which plasma synbioticderived metabolites were conveying the synbiotic��s anti-inflammatory activity, two concentrations of several metabolites were tested in the LPS-treated coculture system. Based on the metabolite��s effects on TEER, cytotoxicity and the induction of kynurenine and Il-1�� gene expression, it was determined that the best candidates for AHRspecific signaling included 4-HPAA, 4-HPPA, CA, 3��MeQ, 7��MeQ and Kamf, as these metabolites invoked dose-dependent anti-inflammatory effects, which correlated to Cyp1a1 mRNA expression. To test the direct effect of AHR signaling, cells were pretreated with an AHR antagonist 6, 2, 4��-trimethoxyflavone (TMF) before the LPS challenge, which was confirmed to reduce AHR activity with reduced Cyp1a1 expression.TMF inhibited the synbiotic��s ability to increase TEER, reduce cytotoxicity and ameliorate kynurenine and IL-1�� production in response to LPS challenge . In addition, the beneficial effects of 4HPAA, 4HPPA and CA were similarly abrogated by TMF whereas the anti-inflammatory activity of 3��MeQ, 7��MeQ and Kamf occurred independent of AHR signaling. In THP-1 cells, TMF reversed the synbiotic��s beneficial effect on Nlrp3, Casp1, IL-10 and Icam mRNA expression. Similar trends were observed for the 4HPPA, 4HPAA and CA metabolites with the flavanols being less affected by TMF treatment. Interestingly, Tlr4 expression was suppressed in TMF-treated synbiotic, 4HPAA, 4HPPA and CA while in the flavanol-treated culture, Tlr4 was strongly upregulated . In Caco-2 cells, AHR signaling observed through Cyp1a1 expression was strongly downregulated by TMF as expected, with a general decrease in the tight junction protein zona occludin (Zo1), claudin (Clnd) and occludin (Occ) across all treatment groups .",healthy,
161,33096252,,,Caffeic Acid,689043,CHEBI:16433,HMDB0001964,C01197,FDB002558,MTBLC16433,food; mus musculus,NLRP3,114548,inhibition,low-throughput,causally,human,Caco-2��THP-1 cell line,control experiment,qPCR,"The AHR has many gut-derived endogenous ligands including polyphenolic flavonoids, indoles and tryptophan metabolites. To test if synbioticderived polyphenolic metabolites, as determined with the bioavailability study, attenuate the inflammatory response of macrophages through the AHR, a coculture of human adenocarcinoma cells (Caco-2) and activated macrophages (THP-1) was constructed to model the gut epithelial-immune cell interaction. Inflammation was modelled as a low-dose LPS challenge in which untreated controls exhibited a decrease in epithelial integrity measured as the transepithelial electrical resistance (TEER) and an increase in cytotoxicity, kynurenine production and IL-1�� production). To test which plasma synbioticderived metabolites were conveying the synbiotic��s anti-inflammatory activity, two concentrations of several metabolites were tested in the LPS-treated coculture system. Based on the metabolite��s effects on TEER, cytotoxicity and the induction of kynurenine and Il-1�� gene expression, it was determined that the best candidates for AHRspecific signaling included 4-HPAA, 4-HPPA, CA, 3��MeQ, 7��MeQ and Kamf, as these metabolites invoked dose-dependent anti-inflammatory effects, which correlated to Cyp1a1 mRNA expression. To test the direct effect of AHR signaling, cells were pretreated with an AHR antagonist 6, 2, 4��-trimethoxyflavone (TMF) before the LPS challenge, which was confirmed to reduce AHR activity with reduced Cyp1a1 expression.TMF inhibited the synbiotic��s ability to increase TEER, reduce cytotoxicity and ameliorate kynurenine and IL-1�� production in response to LPS challenge . In addition, the beneficial effects of 4HPAA, 4HPPA and CA were similarly abrogated by TMF whereas the anti-inflammatory activity of 3��MeQ, 7��MeQ and Kamf occurred independent of AHR signaling. In THP-1 cells, TMF reversed the synbiotic��s beneficial effect on Nlrp3, Casp1, IL-10 and Icam mRNA expression. Similar trends were observed for the 4HPPA, 4HPAA and CA metabolites with the flavanols being less affected by TMF treatment. Interestingly, Tlr4 expression was suppressed in TMF-treated synbiotic, 4HPAA, 4HPPA and CA while in the flavanol-treated culture, Tlr4 was strongly upregulated . In Caco-2 cells, AHR signaling observed through Cyp1a1 expression was strongly downregulated by TMF as expected, with a general decrease in the tight junction protein zona occludin (Zo1), claudin (Clnd) and occludin (Occ) across all treatment groups .",healthy,
